,IT0000066123,IT0005495657,IT0005508921,IT0005218380,IT0003497168,NL0015000LU4,IT0004176001,FR0013506730,FR0010386334,FR001400J770,FR0014008VX5,FR0000120404,FR001400PVN6,FR0000131906,FR0000121147,DE000FTG1111,DE000LEG1110,DE0006062144,DE0005470405,DE0008303504,DE000KSAG888,DE000ENER6Y0,DE000A0LD6E6,DE0007030009,DE0008232125,DE000BAY0017,DE000A1PHFF7,DE000TUAG505,DE0005664809,DE000A0D9PT0,Total
2024-07-06,0.5,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.459999999999999
2024-07-05,0.5,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,10.04
2024-07-04,0.5,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.919999999999998
2024-07-03,0.5,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.919999999999998
2024-07-02,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-07-01,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-30,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-29,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-28,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-27,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-26,0.5,1.21,1.27,0.0,0.82,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.849999999999998
2024-06-25,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-24,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-23,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-22,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-21,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-20,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.79,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,9.729999999999999
2024-06-19,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.6,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,9.719999999999999
2024-06-18,0.5,1.21,1.27,0.0,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,9.62
2024-06-17,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.12
2024-06-16,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.12
2024-06-15,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.62
2024-06-14,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.62
2024-06-13,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.62
2024-06-12,0.49,1.21,1.27,0.51,0.7,0.67,0.0,0.5,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.62
2024-06-11,0.5,1.21,1.27,0.51,0.7,0.76,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.61,0.0,0.0,0.0,0.0,0.0,10.219999999999999
2024-06-10,0.5,1.21,1.27,0.51,0.61,0.8,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,10.08
2024-06-09,0.0,1.21,1.27,0.51,0.59,0.8,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.56
2024-06-08,0.0,1.21,1.27,0.51,0.59,0.8,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.56
2024-06-07,0.0,1.21,1.27,0.51,0.59,0.8,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.56
2024-06-06,0.0,1.21,1.27,0.51,0.59,0.8,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.56
2024-06-05,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.46
2024-06-04,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.46
2024-06-03,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,9.46
2024-06-02,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-06-01,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-31,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-30,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-29,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-28,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-27,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-26,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-25,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-24,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-23,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-22,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-21,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-20,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-19,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-18,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-17,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.93
2024-05-16,0.0,1.21,1.27,0.51,0.59,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.420000000000002
2024-05-15,0.0,1.21,1.27,0.51,0.68,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.51
2024-05-14,0.0,1.21,1.27,0.51,0.68,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.4
2024-05-13,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.440000000000001
2024-05-12,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-11,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-10,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-09,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001
2024-05-08,0.0,1.21,1.27,0.51,0.72,0.7,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.45
2024-05-07,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001
2024-05-06,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.48
2024-05-05,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.48
2024-05-04,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.48
2024-05-03,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.48
2024-05-02,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.47
2024-05-01,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.47
2024-04-30,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.47
2024-04-29,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.47
2024-04-28,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.46
2024-04-27,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.46
2024-04-26,0.0,1.21,1.27,0.51,0.72,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.46
2024-04-25,0.0,1.21,1.27,0.51,0.65,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.4
2024-04-24,0.0,1.21,1.27,0.51,0.65,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.49,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.4
2024-04-23,0.0,1.21,1.27,0.51,0.65,0.62,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8.4
2024-04-22,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.16
2024-04-21,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2024-04-20,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2024-04-19,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2024-04-18,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2024-04-17,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-16,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-15,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-14,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-13,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-12,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8.17
2024-04-11,0.0,1.21,1.27,0.51,0.51,0.51,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,8.13
2024-04-10,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.5,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.62
2024-04-09,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-08,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-07,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-06,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-05,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-04,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,7.12
2024-04-03,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.15
2024-04-02,0.0,1.21,1.27,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.16
2024-04-01,0.0,1.21,1.18,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.069999999999999
2024-03-31,0.0,1.21,1.18,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.069999999999999
2024-03-30,0.0,1.21,1.18,0.51,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.6499999999999995
2024-03-29,0.0,1.21,1.18,0.41,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.55
2024-03-28,0.0,1.21,1.18,0.41,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.55
2024-03-27,0.0,1.21,1.08,0.41,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.45
2024-03-26,0.0,1.21,1.08,0.41,0.51,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.5,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.45
