,IT0004056880,IT0005211237,IT0003242622,IT0001233417,IT0000072170,IT0003492391,IT0001250932,IT0003153415,IT0000066123,IT0001157020,FR0010451203,FR0013176526,FR0011950732,FR0010220475,FR0000130692,FR0000044448,FR0014008VX5,FR0000121204,FR0000184798,FR0013214145,NL0015001W49,FR0000064578,FR0010112524,FR0011981968,FR001400PVN6,FR0000121964,FR0000130395,FR0010722819,FR0011675362,FR0000127771,FR001400J770,FR0013280286,FR0000035081,FR0000121709,FR0004056851,FR0000121147,Total
2024-08-13,0.0,0.0,0.0,0.46,0.0,0.7,0.58,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56
2024-08-12,0.0,0.0,0.0,0.46,0.0,0.7,0.58,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64
2024-08-11,0.0,0.0,0.0,0.46,0.0,0.7,0.58,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.539999999999999
2024-08-10,0.0,0.0,0.0,0.46,0.0,0.7,0.58,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.539999999999999
2024-08-09,0.0,0.0,0.0,0.46,0.0,0.7,0.58,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.539999999999999
2024-08-08,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64
2024-08-07,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64
2024-08-06,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64
2024-08-05,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.94,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
2024-08-04,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.84,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
2024-08-03,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.84,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
2024-08-02,0.0,0.0,0.0,0.46,0.0,0.7,0.68,0.61,0.0,0.0,1.19,1.84,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
2024-08-01,0.0,0.0,0.0,0.46,0.0,0.68,0.71,0.61,0.0,0.0,1.24,1.7,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98
2024-07-31,0.0,0.0,0.0,0.46,0.0,0.68,0.71,0.61,0.0,0.0,1.24,1.7,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32
2024-07-30,0.0,0.0,0.0,0.46,0.0,0.78,0.71,0.61,0.0,0.0,1.34,1.63,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45
2024-07-29,0.0,0.0,0.0,0.46,0.0,0.78,0.71,0.61,0.0,0.0,1.41,1.51,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3999999999999995
2024-07-28,0.0,0.0,0.0,0.46,0.0,0.89,0.71,0.61,0.0,0.0,1.41,1.36,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
2024-07-27,0.0,0.0,0.0,0.46,0.0,0.89,0.71,0.61,0.0,0.0,1.41,1.36,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
2024-07-26,0.0,0.0,0.0,0.46,0.0,0.89,0.71,0.61,0.0,0.0,1.41,1.36,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
2024-07-25,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.5,0.0,0.0,1.41,0.81,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.609999999999999
2024-07-24,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.5,0.0,0.0,1.41,0.81,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.569999999999999
2024-07-23,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.5,0.0,0.0,1.41,0.81,0.48,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15
2024-07-22,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.5,0.0,0.0,1.39,0.81,0.48,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001
2024-07-21,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.47,0.0,0.0,1.48,0.81,0.48,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280000000000001
2024-07-20,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.47,0.0,0.0,1.48,0.81,0.48,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280000000000001
2024-07-19,0.0,0.0,0.0,0.46,0.0,0.89,0.62,0.47,0.0,0.0,1.48,0.81,0.48,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280000000000001
2024-07-18,0.0,0.0,0.0,0.46,0.0,0.89,0.59,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.290000000000001
2024-07-17,0.0,0.0,0.0,0.46,0.0,0.89,0.59,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41
2024-07-16,0.0,0.0,0.0,0.46,0.0,0.89,0.59,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41
2024-07-15,0.0,0.0,0.0,0.46,0.0,0.89,0.59,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41
2024-07-14,0.0,0.0,0.0,0.46,0.0,0.89,0.69,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
2024-07-13,0.0,0.0,0.0,0.46,0.0,0.89,0.69,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
2024-07-12,0.0,0.0,0.0,0.46,0.0,0.89,0.69,0.47,0.0,0.0,1.48,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
2024-07-11,0.0,0.0,0.0,0.46,0.0,0.92,0.69,0.47,0.0,0.0,1.51,0.81,0.52,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5699999999999985
2024-07-10,0.0,0.0,0.0,0.46,0.0,0.92,0.69,0.47,0.0,0.0,1.51,0.81,0.52,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.629999999999999
2024-07-09,0.0,0.0,0.0,0.46,0.0,0.92,0.69,0.47,0.0,0.0,1.51,0.7,0.52,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52
2024-07-08,0.0,0.0,0.0,0.46,0.0,0.83,0.69,0.47,0.0,0.0,1.49,0.7,0.52,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48
2024-07-07,0.0,0.0,0.0,0.46,0.0,0.83,0.69,0.5,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001
2024-07-06,0.0,0.0,0.0,0.46,0.0,0.83,0.69,0.5,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001
2024-07-05,0.0,0.0,0.0,0.46,0.0,0.83,0.69,0.5,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001
2024-07-04,0.0,0.0,0.0,0.46,0.0,0.83,0.69,0.5,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.890000000000001
2024-07-03,0.0,0.0,0.0,0.46,0.0,0.7,0.69,0.5,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76
2024-07-02,0.0,0.0,0.0,0.46,0.0,0.7,0.69,0.5,0.0,0.0,1.4,0.7,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.739999999999999
2024-07-01,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.7,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
2024-06-30,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.7,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
2024-06-29,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.7,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
2024-06-28,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.7,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
2024-06-27,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.64,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56
2024-06-26,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42
2024-06-25,0.0,0.0,0.0,0.46,0.46,0.6,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42
2024-06-24,0.0,0.0,0.0,0.46,0.46,0.51,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2024-06-23,0.0,0.0,0.0,0.46,0.46,0.51,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2024-06-22,0.0,0.0,0.0,0.46,0.46,0.51,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2024-06-21,0.0,0.0,0.0,0.46,0.46,0.51,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2024-06-20,0.0,0.0,0.0,0.46,0.46,0.51,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2024-06-19,0.0,0.0,0.0,0.46,0.46,0.49,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319999999999999
2024-06-18,0.0,0.0,0.0,0.46,0.46,0.49,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319999999999999
2024-06-17,0.0,0.0,0.0,0.46,0.46,0.49,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319999999999999
2024-06-16,0.0,0.0,0.0,0.46,0.46,0.57,0.71,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
2024-06-15,0.0,0.0,0.0,0.46,0.46,0.57,0.71,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
2024-06-14,0.0,0.0,0.0,0.46,0.46,0.57,0.71,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
2024-06-13,0.0,0.0,0.0,0.46,0.46,0.67,0.71,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71
2024-06-12,0.0,0.0,0.0,0.46,0.46,0.7,0.61,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
2024-06-11,0.0,0.0,0.0,0.46,0.46,0.69,0.61,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5600000000000005
2024-06-10,0.0,0.0,0.0,0.46,0.46,0.7,0.61,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33
2024-06-09,0.0,0.0,0.0,0.46,0.46,0.67,0.61,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.300000000000001
2024-06-08,0.0,0.0,0.0,0.46,0.46,0.67,0.61,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.300000000000001
2024-06-07,0.0,0.0,0.0,0.46,0.46,0.67,0.61,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.300000000000001
2024-06-06,0.0,0.0,0.0,0.46,0.46,0.67,0.61,0.0,0.0,0.0,1.1,0.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76
2024-06-05,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,1.02,0.46,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56
2024-06-04,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,1.02,0.46,0.0,0.0,0.0,1.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
2024-06-03,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.95,0.55,0.0,0.0,0.0,1.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93
2024-06-02,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.95,0.63,0.0,0.0,0.0,1.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
2024-06-01,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.95,0.63,0.0,0.0,0.0,1.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
2024-05-31,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.95,0.63,0.0,0.0,0.0,1.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
2024-05-30,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.78,0.52,0.0,0.0,0.0,1.09,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
2024-05-29,0.0,0.0,0.0,0.46,0.46,0.67,0.5,0.0,0.0,0.0,0.78,0.52,0.0,0.0,0.0,1.09,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54
2024-05-28,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.52,0.0,0.0,0.0,1.09,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63
2024-05-27,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.09,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8500000000000005
2024-05-26,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.09,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.720000000000001
2024-05-25,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.09,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.720000000000001
2024-05-24,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.09,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.720000000000001
2024-05-23,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.1,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001
2024-05-22,0.0,0.0,0.0,0.46,0.46,0.72,0.5,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53
2024-05-21,0.0,0.0,0.0,0.46,0.46,0.6,0.5,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319999999999999
2024-05-20,0.0,0.0,0.0,0.46,0.46,0.6,0.5,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.209999999999999
2024-05-19,0.0,0.0,0.0,0.46,0.46,0.6,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21
