,213800S2TA8P2U4L5P50,254900EGJIB7IR00B295,213800DTEB6NWEO6E777,549300GE4E8GIYNWBX20,5493007NNS3AR86BUB68,549300A7I33B1R3UGS67,549300SHI4D0QGWI8X45,549300RHSQCH106OWF77,213800RUT3C1PCHUQP60,-077-,5493003FS3JD468P6Z37,213800R9V4YAT2TH3762,549300G4GEZ3XA3HPV97,-085-,-066-,6BS8JLEICI3VGJ264L55,2138006AZELNYKR3A325,549300UZ0KD5HX862Y09,549300ARVD4LVNCUBN81,213800YQHG6V3VDDRN10,549300CNWH54BTXURM94,549300DCU7KOL83B3B08,549300XXZKX7UGH6E231,549300GHZ48Y72I6HZ24,549300GC5MDF1KXYMP06,MQILSVGGL6RJH5NDWP11,549300UV4DM2KIBBQ741,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,626340000.0
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,626340000.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,626340000.0
2024-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,914690000.0
2024-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,914690000.0
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.39,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,914690000.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.43,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,914690000.0
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.55,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,914690000.0
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.55,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,914690000.0
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999999999999,914690000.0
2024-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999999999999,914690000.0
2024-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999999999999,914690000.0
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999999999999,914690000.0
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.609999999999999,914690000.0
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.71,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,914690000.0
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,914690000.0
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,914690000.0
2024-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,914690000.0
2024-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,914690000.0
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.49,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,914690000.0
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,914690000.0
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,914690000.0
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.69,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,914690000.0
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.69,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,914690000.0
2024-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.7,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,914690000.0
2024-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.7,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,914690000.0
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.7,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,914690000.0
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,914690000.0
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,914690000.0
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,914690000.0
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.420000000000001,914690000.0
2024-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,914690000.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,914690000.0
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,914690000.0
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,914690000.0
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.52,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,914690000.0
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,914690000.0
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.42,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,914690000.0
2024-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.42,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,914690000.0
2024-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.42,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,914690000.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.42,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,914690000.0
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.0,0.58,0.35,0.37,1.33,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390000000000001,914690000.0
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.49,0.0,0.6,0.35,0.37,1.33,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001,914690000.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.49,0.0,0.6,0.35,0.37,1.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390000000000001,914690000.0
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.840000000000001,914690000.0
2024-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001,914690000.0
2024-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001,914690000.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001,914690000.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.12,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830000000000001,914690000.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.12,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830000000000001,914690000.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.12,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,914690000.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,914690000.0
2024-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,914690000.0
2024-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,914690000.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,914690000.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.58,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,914690000.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.760000000000001,914690000.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0600000000000005,914690000.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,914690000.0
2024-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.6,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,914690000.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.49,0.0,0.59,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,914690000.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.49,0.0,0.61,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,914690000.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.49,0.0,0.61,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,914690000.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.49,0.0,0.61,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,914690000.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.49,0.0,0.61,0.35,0.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,914690000.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.45,0.59,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,914690000.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.67,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,914690000.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.71,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,914690000.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,914690000.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,914690000.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,914690000.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,914690000.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8500000000000005,914690000.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,914690000.0
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,1860000000.0
2024-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,1860000000.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,1860000000.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,1860000000.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7700000000000005,1860000000.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,1860000000.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,1860000000.0
2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,1860000000.0
2024-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,1860000000.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.45,0.62,0.0,0.61,0.35,0.37,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,1860000000.0
