,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,JE,Market_capitalization,NL,US,Total
2023-06-28,0.38,0,0,1,0,1,0.0,0.0,0.0,4.88,0.0,3107030000.0,0.89,1.98,8.129999999999999
2023-06-27,0.38,0,0,1,0,1,0.0,0.0,0.0,4.85,0.0,3107030000.0,0.89,1.98,8.1
2023-06-26,0.38,0,0,1,0,1,0.0,0.0,0.0,4.85,0.0,3107030000.0,0.89,1.98,8.1
2023-06-25,0.38,0,0,1,0,1,0.0,0.0,0.0,4.91,0.0,3107030000.0,0.89,1.98,8.16
2023-06-24,0.38,0,0,1,0,1,0.0,0.0,0.0,4.91,0.0,3107030000.0,0.89,1.98,8.16
2023-06-23,0.38,0,0,1,0,1,0.0,0.0,0.0,4.91,0.0,3107030000.0,0.89,1.98,8.16
2023-06-22,0.38,0,0,1,0,1,0.0,0.0,0.0,5.0,0.0,3107030000.0,0.89,1.98,8.25
2023-06-21,0.4,0,0,1,0,1,0.0,0.0,0.0,5.0,0.0,3107030000.0,0.89,1.98,8.27
2023-06-20,0.4,0,0,1,0,1,0.0,0.0,0.0,5.01,0.0,3107030000.0,0.89,1.98,8.28
2023-06-19,0.4,0,0,1,0,1,0.0,0.0,0.0,5.01,0.0,3107030000.0,0.89,1.98,8.28
2023-06-18,0.4,0,0,1,0,1,0.0,0.0,0.0,5.01,0.0,3107030000.0,0.89,1.98,8.28
2023-06-17,0.4,0,0,1,0,1,0.0,0.0,0.0,5.01,0.0,3107030000.0,0.89,1.98,8.28
2023-06-16,0.4,0,0,1,0,1,0.0,0.0,0.0,5.01,0.0,3107030000.0,0.89,1.98,8.28
2023-06-15,0.4,0,0,1,0,1,0.0,0.0,0.0,5.08,0.0,3107030000.0,0.89,1.98,8.35
2023-06-14,0.4,0,0,1,0,1,0.0,0.0,0.0,5.08,0.0,3107030000.0,0.89,1.98,8.35
2023-06-13,0.4,0,0,1,0,1,0.0,0.0,0.0,5.09,0.0,3107030000.0,0.89,1.98,8.36
2023-06-12,0.0,0,0,1,0,1,0.0,0.0,0.0,5.22,0.0,3107030000.0,0.89,1.98,8.09
2023-06-11,0.0,0,0,1,0,1,0.0,0.0,0.0,5.69,0.0,3107030000.0,0.89,1.98,8.56
2023-06-10,0.0,0,0,1,0,1,0.41,0.0,0.0,5.69,0.0,3107030000.0,0.89,1.98,8.97
2023-06-09,0.0,0,0,1,0,1,0.41,0.0,0.0,5.69,0.0,3107030000.0,0.89,1.98,8.97
2023-06-08,0.0,0,0,1,0,1,0.41,0.0,0.0,5.6,0.0,3107030000.0,0.89,1.98,8.879999999999999
2023-06-07,0.0,0,0,1,0,1,0.41,0.0,0.0,5.64,0.0,3107030000.0,0.89,1.98,8.92
2023-06-06,0.0,0,0,1,0,1,0.41,0.0,0.0,5.86,0.0,3107030000.0,0.89,1.88,9.04
2023-06-05,0.0,0,0,1,0,1,0.41,0.0,0.0,5.78,0.0,3107030000.0,0.89,1.41,8.49
2023-06-04,0.0,0,1,0,0,1,0.41,0.0,0.0,5.78,0.0,3107030000.0,0.89,1.31,8.39
2023-06-03,0.0,0,1,0,0,1,0.41,0.0,0.0,5.78,0.0,3107030000.0,0.89,1.31,8.39
2023-06-02,0.0,0,1,0,0,1,0.41,0.0,0.0,5.78,0.0,3107030000.0,0.89,1.31,8.39
2023-06-01,0.0,0,0,1,0,1,0.41,0.0,0.0,5.74,0.0,3107030000.0,0.89,1.4,8.44
2023-05-31,0.0,0,0,1,0,1,0.41,0.0,0.0,5.63,0.0,3107030000.0,0.89,1.4,8.33
2023-05-30,0.0,0,0,1,0,1,0.41,0.0,0.0,5.66,0.0,3107030000.0,0.89,1.41,8.37
2023-05-29,0.0,0,0,1,0,1,0.41,0.41,0.0,5.71,0.0,3107030000.0,0.89,1.31,8.73
2023-05-28,0.0,0,0,1,0,1,0.41,0.41,0.0,5.71,0.0,3107030000.0,0.89,1.31,8.73
2023-05-27,0.0,0,0,1,0,1,0.41,0.41,0.0,5.71,0.0,3107030000.0,0.89,1.31,8.73
2023-05-26,0.0,0,0,1,0,1,0.41,0.41,0.0,5.71,0.0,3107030000.0,0.89,1.31,8.73
2023-05-25,0.0,0,0,1,0,1,0.41,0.41,0.0,5.66,0.0,3107030000.0,0.89,1.2,8.57
2023-05-24,0.0,0,0,1,0,1,0.41,0.41,0.0,5.56,0.0,3107030000.0,0.89,1.2,8.469999999999999
2023-05-23,0.0,0,0,1,0,1,0.41,0.41,0.0,5.65,0.0,3107030000.0,0.89,1.2,8.56
2023-05-22,0.0,0,0,1,0,1,0.41,0.41,0.0,5.65,0.0,3107030000.0,0.89,1.2,8.56
2023-05-21,0.0,0,1,0,0,1,0.41,0.41,0.0,5.55,0.0,3107030000.0,0.89,1.09,8.35
2023-05-20,0.0,0,1,0,0,1,0.41,0.41,0.0,5.55,0.0,3107030000.0,0.89,1.09,8.35
2023-05-19,0.0,0,1,0,0,1,0.41,0.41,0.0,5.55,0.0,3107030000.0,0.89,1.09,8.35
2023-05-18,0.0,0,1,0,0,1,0.41,0.41,0.0,5.47,0.0,3107030000.0,0.89,1.09,8.27
2023-05-17,0.0,0,0,0,0,1,0.41,0.41,0.0,5.16,0.0,3107030000.0,0.89,1.21,8.08
2023-05-16,0.0,0,0,0,0,1,0.41,0.41,0.0,5.18,0.0,3107030000.0,0.89,1.32,8.209999999999999
2023-05-15,0.0,0,0,0,0,1,0.41,0.41,0.0,5.12,0.0,3107030000.0,0.89,1.32,8.15
2023-05-14,0.0,0,0,0,0,1,0.41,0.41,0.0,5.16,0.0,3107030000.0,0.89,1.32,8.19
2023-05-13,0.0,0,0,0,0,1,0.41,0.41,0.0,5.16,0.0,3107030000.0,0.89,1.32,8.19
2023-05-12,0.0,0,0,0,0,1,0.41,0.41,0.0,5.16,0.0,3107030000.0,0.89,1.32,8.19
2023-05-11,0.0,0,0,0,0,1,0.41,0.41,0.0,5.17,0.0,3107030000.0,0.89,1.32,8.2
2023-05-10,0.0,1,0,0,0,1,0.41,0.41,0.0,5.16,0.0,3107030000.0,0.89,1.42,8.29
